index	label	sentence	POS	w_index	target	word_sense	definition	metaphor_flag	target_domain	tenor
fet-fragment01 196	1	"( Though in Van Gogh's case, the names, Theodorus, Vincent, Vincent, Theodorus, appeared and reappeared from generation to generation, the cultural parallels to certain persisting aspects of the family face, a heavy brow, an intense blue eye, a cheek bone, a nostril.)"	NOUN	21	parallels	(mathematics) one of a set of parallel geometric figures (parallel lines or planes)	One of a set of parallel lines.	1	lines	cultural similarities or recurring traits
ahf-fragment63 1173	1	There were also some lines intended for local consumption: Higher petrol prices from the Liberal Democrats that's not gon na help a rural area	NOUN	8	consumption:	the process of taking food into the body through the mouth (as by eating)	"The act of eating, drinking or using."	1	eating	the act of receiving or processing information or messages
c8t-fragment01 3	1	"Here a right turn took him off the coastal road on to what was little more than a smoothly macadamed track bordered by water-filled ditches and fringed by a golden haze of reeds, their lumbered heads straining in the wind."	NOUN	35	heads	the upper part of the human body or the front part of the body in animals; contains the face and brains	"The part of the body of an animal or human which contains the brain, mouth, and main sense organs."	1	heads	the top parts of the reeds that sway in the wind
a2d-fragment05 80	1	On the other hand you have a whole generation of TV watchers that doesn't really know the rules.	NOUN	3	hand	place into the hands or custody of	"The part of the forelimb below the forearm or wrist in a human, and the corresponding part in many other animals."	1	side	alternative perspective or contrasting point
ac2-fragment06 1464	1	"There'll be a direct link between Detroit and the line managers in each country, with Detroit calling the shots."	NOUN	4	link	"connect, fasten, or put together two or more pieces"	"A connection between places, people, events, things, or ideas."	1	chain	a communication or organizational connection between Detroit and line managers
bpa-fragment14 2211	1	"Nell repeatedly pressed the button, shouted across at Lawton, who was now using the spy port."	NOUN	15	port.	a place (seaport or airport) where people and merchandise can enter or leave a country	"A place on the coast at which ships can shelter, or dock to load and unload cargo or passengers."	1	harbor	a small opening or window used for spying
ac2-fragment06 1515	1	God help the British plants under the new regime!	NOUN	8	regime!	(medicine) a systematic plan for therapy (often including diet)	Mode of rule or management.	1	therapy	mode of rule or management
fet-fragment01 221	1	"Xavier Mellery, the painter of the nuns, was described in the catalogue as"" creating a light which is the negation of that which envelops our immediate visual experience of things; it is rather the Interior light of your mind'"	NOUN	19	negation	the speech act of negating	The act of negating something.	1	erasure	"the absence or elimination of conventional light, replaced by an inner mental illumination"
fet-fragment01 222	1	"Daniel was used to such language; it was his daily, or anyway weekly, pabulum."	NOUN	13	pabulum.	pabulum.	"Food or fodder, particularly that taken in by plants or animals."	1	food	routine or habitual content (language) that is consumed or absorbed
acj-fragment01 110	1	"The counter-arguments, which would uphold the principle of correspondence, are that breach of that principle is unnecessary when the amplitude of the crime of manslaughter lies beneath murder, and also that the definition of grievous bodily harm includes a number of injuries which are most unlikely to put the victim's life at risk."	NOUN	11	breach	"act in disregard of laws, rules, contracts, or promises"	"A gap or opening made by breaking or battering, as in a wall, fortification or levee / embankment; the space between the parts of a solid body rent by violence"	1	wall	violation of the principle of correspondence
amm-fragment02 1620	1	This assumes that nature only manufactures efficient designs.	NOUN	7	designs.	a decorative or artistic work	"A specification of an object or process, referring to requirements to be satisfied and thus conditions to be met for them to solve a problem."	1	artwork	a specification of an object or process that solves a problem efficiently
a1l-fragment01 37	1	I ran out of steam.	NOUN	4	steam.	water at boiling temperature diffused in the atmosphere	The vapor formed when water changes from liquid phase to gas phase.	1	energy	motivation or ability to continue an activity
ac2-fragment06 1464	1	"There'll be a direct link between Detroit and the line managers in each country, with Detroit calling the shots."	NOUN	18	shots.	the act of firing a projectile	The result of launching a projectile or bullet.	1	gunfire	decision-making authority
fef-fragment03 762	1	"Risking the dismay of circuit engineers some theoreticians do, in fact, refer to eqn( 3.35) as Ohm's law."	NOUN	17	law.	the learned profession that is mastered by graduate study in a law school and that is responsible for the judicial system	"The body of binding rules and regulations, customs, and standards established in a community by its legislative and judicial authorities."	1	law	a fundamental principle or rule in a theoretical or scientific context
a9j-fragment01 56	1	It would further naturalise and legitimise the evolving skeletal form of Palestinian independence.	NOUN	9	form	to compose or represent:	To do with shape.	1	skeleton	the basic or developing structure of Palestinian independence
ahf-fragment63 1155	1	"Sit, they said, but he wouldn't This week John Major began to appear on a different kind of box."	NOUN	18	box.	box.	Senses relating to a three-dimensional object or space.	1	television	a medium for public appearance or broadcasting
ew1-fragment01 68	1	"From the party viewpoint Law's methods were successful but dangerous; expectations raised when the party was in full cry were not easily set aside for an eventual compromise, and the only outcome that would fully vindicate the methods was the recovery of power."	NOUN	18	cry	cry	A shedding of tears; the act of crying.	1	hunt	the party's vigorous and noisy pursuit of its goals
