label	sentence	w_index
0	The aim of the course is to educate offenders about alcohol to facilitate a lasting change in their subsequent use of this drug.	8
0	"AT THE drop-in centre on South Meadowell, Labour candidate Paddy Cosgrove has dropped in to meet the people mostly fat ladies in shellsuits with laps full of chips."	22
0	"Risking the dismay of circuit engineers some theoreticians do, in fact, refer to eqn( 3.35) as Ohm's law."	7
0	"But remember that these cars accrue, and can withstand, significantly higher mileages than petrol cars, 50-90,000 being the norm."	4
0	"At the same time the ambivalence of her own, and modern Mexico's position is manifested in the figure of the artist."	20
0	I still don't know if my family know where I am or if they will suffer from my decision.	18
0	"Dangermond gives several examples in his paper including the use of NETWORK for the allocation of emergency vehicles, optimum routeing of fire engines from garages to the accident scene and the movement of spills through sewers and river networks."	31
0	"Wyvis Hall, Nunes, Suffolk, and the twenty acres of land surrounding it were the property, through his marriage, of my uncle, Hilbert Verne-Smith."	9
0	"But her husband did have consolation on Saturday, as we talked over Scotch and Peking duck: the sound of American cheers for his robust version of Boris Godunov."	2
0	The analysis points to the need for the development of a fuzzy geodemographics methodology which takes account of the effects of different types of spatial errors.	25
0	"' Going about your father's business, are you?'"	4
0	Well I'll do the delivery if you want	4
0	"If the letting agent is not managing the flat, the tenant's deposit should be given to the owner immediately."	3
0	"Indeed, this may grossly under-represent the present situation: the rapid spread of UNIX-based systems seems to facilitate competition and, at the time of writing, performance of workstations per unit cost seems to be increasing at about 50 per cent per annum."	13
0	"Without Angela Morgan, at least two major clients were in danger of not getting the assiduous service they were paying for, and it would be well worth trying to see if one of them, whom he knew to be a fellow refugee from family life at the weekends, could be found."	34
0	"In contrast to our previous example we shall now investigate a cylindrical beam consisting of two kinds of charge carriers: negative electrons and some positive particles, which I do not wish to be more precise about at the moment."	5
0	"I found it hard to picture what kind of landscape those statistics might have shaped, until I opened the Ordnance Survey map to find half of it coloured green with a great blue stain in the centre."	7
0	These are the same bulbs though that have made a new flower this year.	11
0	"The much-thumbed book is deeply moving, and sets the tone for a walk round this glorious building, which has seen the christenings, marriages and burials of the folk of the village for more than 600 years."	22
0	"Like any house that's demanding, idiosyncratic, small and truly experimental, it's in trouble $150,000 in the red, with the serious prospect of closing."	16
